Ticker,Date,Open,High,Low,Close,Volume,CEF_NAV,CEF_Discount,CEF_Price,ARO_DPTL_1YR,ARO_DPTL_1YR_NUM,ARO_DPTL_3YR,ARO_DPTL_3YR_NUM,ARO_DPTL_5YR,ARO_DPTL_5YR_NUM
EMF,2003-03-26,2.1920368457733477,2.1920368457733477,2.1476741733991065,2.173769950866699,15800,8.32,0.12,8.33,,,,,,
EMF,2003-03-27,2.171160105592793,2.171160105592793,2.118968804759842,2.1267974376678467,23300,8.3,-1.81,8.15,,,,,,
EMF,2003-03-28,2.126797483539738,2.139845371246338,2.1189688504628816,2.139845371246338,8300,8.33,-1.56,8.2,,,,,,
EMF,2003-03-31,2.134626365484353,2.139845371246338,2.0928733239174404,2.139845371246338,14200,8.22,-0.24,8.2,,,,,,
EMF,2003-04-01,2.118968817355973,2.160721858270533,2.100701924172791,2.14506459236145,19400,8.3,-0.96,8.22,,,,,,
EMF,2003-04-02,2.145064040154063,2.2155222163422796,2.145064040154063,2.1607213020324707,110700,8.4,-1.43,8.28,,,,,,
EMF,2003-04-03,2.1868171473652063,2.205084036489485,2.178988516150187,2.1920361518859863,28300,8.45,-0.59,8.4,,,,,,
EMF,2003-04-04,2.1946459552576116,2.239008617160251,2.192036328353287,2.2259607315063477,42500,8.54,-0.12,8.53,,,,,,
EMF,2003-04-07,2.2520566067607084,2.2964192707109636,2.165940905884974,2.2285704612731934,50000,8.7,-1.84,8.54,,,,,,
EMF,2003-04-08,2.2181321471388324,2.241618292045021,2.2103035151260113,2.239008665084839,32300,8.64,-0.69,8.58,,,,,,
EMF,2003-04-09,2.2416185539236295,2.2624950743085495,2.2259610392010627,2.2572758197784424,34000,8.61,0.46,8.65,,,,,,
EMF,2003-04-10,2.2651049644724015,2.270323970740497,2.236399558960636,2.2520570755004883,63000,8.63,0.0,8.63,,,,,,
EMF,2003-04-11,2.257275643323314,2.257275643323314,2.197255714125469,2.1998653411865234,9500,8.69,-2.99,8.43,,,,,,
EMF,2003-04-14,2.1998652239962326,2.2442278861999507,2.178988706355391,2.244227886199951,21000,8.77,-1.94,8.6,,,,,,
EMF,2003-04-15,2.2311803838647393,2.283371686935425,2.2311803838647393,2.283371686935425,18300,8.88,-1.46,8.75,,,,,,
EMF,2003-04-16,2.270323709812216,2.359049045982684,2.267714082544201,2.3225150108337402,43400,8.93,-0.34,8.9,,,,,,
EMF,2003-04-17,2.3225146779259243,2.398192115776516,2.3199052998996903,2.3616583347320557,66100,8.94,1.23,9.05,,,,,,
EMF,2003-04-21,2.353829829785802,2.374706348327198,2.2729331337870957,2.293809652328491,31500,9.01,-2.44,8.79,,,,,,
EMF,2003-04-22,2.2833717207791895,2.335563024623446,2.244228305112939,2.3199057579040527,48400,8.94,-0.56,8.89,,,,,,
EMF,2003-04-23,2.3120769839718505,2.387754440307617,2.309467605308243,2.387754440307617,29700,8.97,2.01,9.15,,,,,,
EMF,2003-04-24,2.374706676451322,2.374706676451322,2.3642684157383216,2.366877794265747,33300,8.86,2.37,9.07,,,,,,
EMF,2003-04-25,2.3799259662628174,2.398192862472589,2.364268697759527,2.3799259662628174,60500,8.79,3.75,9.12,,,,,,
EMF,2003-04-28,2.3877539778500925,2.421678382584344,2.3694870864038533,2.4060211181640625,25000,9.03,2.1,9.22,,,,,,
EMF,2003-04-29,2.4060215841595465,2.4060215841595465,2.3668779177920802,2.387754440307617,40000,9.03,1.33,9.15,,,,,,
EMF,2003-04-30,2.387753761588381,2.473869454703522,2.3747061253757966,2.4477739334106445,20500,9.06,3.53,9.38,,,,,,
EMF,2003-05-01,2.4608224124747324,2.4608224124747324,2.4268980026245117,2.4268980026245117,14500,9.07,2.54,9.3,,,,,,
EMF,2003-05-02,2.447773720490955,2.4582119778736753,2.413849321780192,2.4190685749053955,25100,9.07,2.21,9.27,,,,,,
EMF,2003-05-05,2.4582128524780273,2.479089374671099,2.4451649638904143,2.4582128524780273,41200,9.18,2.61,9.42,,,,,,
EMF,2003-05-06,2.4816989328747034,2.4921371936798096,2.46604141723316,2.4921371936798096,45400,9.22,3.58,9.55,,,,,,
EMF,2003-05-07,2.4921372387987506,2.5051851272583012,2.4738700954082713,2.505185127258301,23200,9.28,3.45,9.6,,,,,,
EMF,2003-05-08,2.4790893527519775,2.492137241224227,2.4060215257222644,2.439945936203003,32400,9.25,1.08,9.35,,,,,,
EMF,2003-05-09,2.434726197978919,2.450383710811189,2.3825349033175582,2.3981921672821045,27700,9.3,-1.18,9.19,,,,,,
EMF,2003-05-12,2.398192325736836,2.4112402124812142,2.377315806492926,2.3903636932373047,45500,9.39,-2.45,9.16,,,,,,
EMF,2003-05-13,2.374706791646508,2.3929736865634297,2.3433917591206734,2.346001386642456,42900,9.39,-4.26,8.99,,,,,,
EMF,2003-05-14,2.3460011148999818,2.3747065165790238,2.2859811820578924,2.3512203693389893,44300,9.34,-3.53,9.01,,,,,,
EMF,2003-05-15,2.359048827167755,2.4086304963222886,2.3538298219835716,2.4060211181640625,40900,9.29,-0.75,9.22,,,,,,
EMF,2003-05-16,2.3877540661148813,2.413849839603638,2.3877540661148813,2.3903636932373047,11700,9.29,-1.4,9.16,,,,,,
EMF,2003-05-19,2.3929738559274236,2.400802490179069,2.353830435801401,2.3799259662628174,38000,9.2,-0.87,9.12,,,,,,
EMF,2003-05-20,2.3616585174466116,2.3877540418019145,2.3616585174466116,2.3720967769622803,38600,9.24,-1.62,9.09,,,,,,
EMF,2003-05-21,2.3877540418019145,2.4008019284134345,2.366877522770577,2.3720967769622803,50700,9.26,-1.84,9.09,,,,,,
EMF,2003-05-22,2.3981923772584004,2.479089077717299,2.3903637445906827,2.4686508178710938,24700,9.31,1.61,9.46,,,,,,
EMF,2003-05-23,2.486917386378306,2.5312800471618484,2.486917386378306,2.50779390335083,31500,9.46,1.59,9.61,,,,,,
EMF,2003-05-27,2.5704242729523425,2.5704242729523425,2.5104040867001687,2.5573763847351074,100300,9.5,3.16,9.8,,,,,,
EMF,2003-05-28,2.5599856399017615,2.5913004177489483,2.5599856399017615,2.5834715366363525,61800,9.6,3.13,9.9,,,,,,
EMF,2003-05-29,2.6069577824705554,2.7791891916858726,2.5965195227868314,2.674806594848633,110400,9.63,6.44,10.25,,,,,,
EMF,2003-05-30,2.6878548548103374,2.737436532974243,2.633053921646139,2.737436532974243,26000,9.63,8.93,10.49,,,,,,
EMF,2003-06-02,2.7139501004112145,2.7530937622312632,2.664368427413786,2.7009024620056152,54400,9.75,6.15,10.35,,,,,,
EMF,2003-06-03,2.7269983291625977,2.7269983291625977,2.622615715640384,2.7269983291625977,64900,9.7,7.73,10.45,,,,,,
EMF,2003-06-04,2.734826513630339,2.7922370660689464,2.7217788757346133,2.787018060684204,45200,9.73,9.76,10.68,,,,,,
EMF,2003-06-05,2.7870177933205977,2.81833256922819,2.758312395421184,2.815722942352295,20900,9.84,9.65,10.79,,,,,,
EMF,2003-06-06,2.8313800574443864,2.8705234596193963,2.7530930042266846,2.7530930042266846,65600,9.85,7.11,10.55,,,,,,
EMF,2003-06-09,2.7452655620907263,2.7452655620907263,2.630444434629798,2.646101951599121,65900,9.88,2.63,10.14,,,,,,
EMF,2003-06-10,2.6304438439755753,2.7452649456539464,2.5913004336434278,2.7139499187469482,32100,9.86,5.48,10.4,,,,,,
EMF,2003-06-11,2.74004571435029,2.74004571435029,2.640882125300151,2.708730936050415,38200,9.87,5.17,10.38,,,,,,
EMF,2003-06-12,2.7165600107086223,2.763532310240157,2.672197338677234,2.737436532974243,70000,9.91,5.85,10.49,,,,,,
EMF,2003-06-13,2.7635321377726116,2.7661417651098956,2.6878546870656987,2.703511953353882,18100,9.99,3.7,10.36,,,,,,
EMF,2003-06-16,2.68263571302072,2.7478749100709075,2.68263571302072,2.716560125350952,24300,10.04,3.69,10.41,,,,,,
EMF,2003-06-17,2.700902598281843,2.7661417890725373,2.700902598281843,2.7635321617126465,44500,10.15,4.33,10.59,,,,,,
EMF,2003-06-18,2.7661411944169068,2.7661411944169068,2.682634878926643,2.6956827640533447,40100,10.1,2.28,10.33,,,,,,
EMF,2003-06-19,2.693073533925903,2.753093714802211,2.6748066413785576,2.687854528427124,22200,10.09,2.08,10.3,,,,,,
EMF,2003-06-20,2.687855185079101,2.726998606919923,2.6748072948428914,2.698293447494507,27500,10.05,2.89,10.34,,,,,,
EMF,2003-06-23,2.7139500536565113,2.7139500536565113,2.6800258957450827,2.687854528427124,15800,9.94,3.62,10.3,,,,,,
EMF,2003-06-24,2.6748067074717987,2.713950120716968,2.6095675194846817,2.653930187225342,27800,9.88,2.94,10.17,,,,,,
EMF,2003-06-25,2.661759332831758,2.672197594965694,2.6356638019308174,2.6487114429473877,27000,9.97,1.81,10.15,,,,,,
EMF,2003-06-26,2.6487112647477025,2.6643687813291024,2.6095678465958776,2.6147871017456055,38100,9.96,0.6,10.02,,,,,,
EMF,2003-06-27,2.609567958900154,2.6226158484682136,2.6043487035258126,2.617396593093872,38700,10.0,0.3,10.03,,,,,,
EMF,2003-06-30,2.643492189353231,2.6513208230053644,2.5860816285461072,2.6069581508636475,44900,9.95,0.4,9.99,,,,,,
EMF,2003-07-01,2.6069577588738997,2.6565396785736084,2.583471612581168,2.6565396785736084,54100,10.02,1.6,10.18,,,,,,
EMF,2003-07-02,2.640882234599383,2.7269979407050777,2.640882234599383,2.687854528427124,48000,10.07,2.28,10.3,,,,,,
EMF,2003-07-03,2.66175921652924,2.6695878505706787,2.648711327214982,2.6695878505706787,12500,10.06,1.69,10.23,,,,,,
EMF,2003-07-07,2.693073258462218,2.7400455474853516,2.6878542534972696,2.7400455474853516,33100,10.2,2.94,10.5,,,,,,
EMF,2003-07-08,2.7400461361174786,2.800066074880663,2.7269982476005072,2.7844088077545166,82200,10.23,4.3,10.67,,,,,,
EMF,2003-07-09,2.8000662428084766,2.8235523937740004,2.7948472364093537,2.818333387374878,26300,10.21,5.78,10.8,,,,,,
EMF,2003-07-10,2.828771111834368,2.8574762637476736,2.674806594848633,2.674806594848633,51500,10.16,0.89,10.25,,,,,,
EMF,2003-07-11,2.6878546870656987,2.7217790958471095,2.6617589114283793,2.703511953353882,30300,10.17,1.87,10.36,,,,,,
EMF,2003-07-14,2.7296077637083727,2.8313809913470322,2.7296077637083727,2.8052852153778076,42500,10.32,4.17,10.75,,,,,,
EMF,2003-07-15,2.8444289678737578,2.909668166667814,2.8418195890615183,2.8731343746185303,53800,10.3,6.89,11.01,,,,,,
EMF,2003-07-16,2.8705236965780663,2.8705236965780663,2.844427927062094,2.8470375537872314,26100,10.25,6.44,10.91,,,,,,
EMF,2003-07-17,2.8444282850110847,2.8444282850110847,2.7139499187469482,2.7139499187469482,18900,10.18,2.16,10.4,,,,,,
EMF,2003-07-18,2.7400459894725766,2.7400459894725766,2.674806799247039,2.703511953353882,18200,10.16,1.97,10.36,,,,,,
EMF,2003-07-21,2.7296076353356873,2.7296076353356873,2.6513205599775964,2.653930187225342,48600,10.14,0.3,10.17,,,,,,
EMF,2003-07-22,2.7400451205457874,2.763531261397866,2.7400451205457874,2.7530930042266846,20600,10.12,4.25,10.55,,,,,,
EMF,2003-07-23,2.7609220032653172,2.7765795155450403,2.729607227573586,2.773969888687134,11900,10.13,4.94,10.63,,,,,,
EMF,2003-07-24,2.7791897194764084,2.8548671787721025,2.7739707130772855,2.818333387374878,45800,10.21,5.78,10.8,,,,,,
EMF,2003-07-25,2.792236697437816,2.8052845824787003,2.7009019998870407,2.766141176223755,34200,10.3,2.91,10.6,,,,,,
EMF,2003-07-28,2.7374363969520346,2.8052852153778076,2.7165598757237603,2.8052852153778076,19300,10.38,3.56,10.75,,,,,,
EMF,2003-07-29,2.8183329635869825,2.8183329635869825,2.719169368236824,2.7426555156707764,23200,10.35,1.55,10.51,,,,,,
EMF,2003-07-30,2.833989924050245,2.9488110216116366,2.833989924050245,2.8887908458709717,138000,10.29,7.58,11.07,,,,,,
EMF,2003-07-31,2.9435911467941835,2.9435911467941835,2.8470372094511642,2.8679137229919434,151100,10.34,6.29,10.99,,,,,,
EMF,2003-08-01,2.8757425762460422,2.922714606854695,2.870523323474153,2.92010498046875,45800,10.36,8.01,11.19,,,,,,
EMF,2003-08-04,2.9618587008326527,3.0010021070294317,2.8966195245928823,2.9488108158111572,119900,10.35,9.18,11.3,,,,,,
EMF,2003-08-05,2.97490735108907,2.97490735108907,2.875743988404854,2.896620512008667,90100,10.32,7.56,11.1,,,,,,
EMF,2003-08-06,2.873133700870923,2.9018388520165663,2.8052848903073264,2.844428300857544,67200,10.23,6.55,10.9,,,,,,
EMF,2003-08-07,2.8679148244089387,2.8835723400115967,2.8496479302623112,2.8835723400115967,21500,10.32,7.07,11.05,,,,,,
EMF,2003-08-08,2.8835719901905814,2.9462015472677625,2.8835719901905814,2.9044485092163086,37800,10.33,7.74,11.13,,,,,,
EMF,2003-08-11,2.9279349185694428,2.9435921848125157,2.8966201372155367,2.922715663909912,46200,10.39,7.8,11.2,,,,,,
EMF,2003-08-12,2.94098324202927,2.948811876310544,2.8835726766083987,2.909668207168579,55700,10.44,6.8,11.15,,,,,,
EMF,2003-08-13,2.930544389084035,2.9566401654658754,2.8835723400115967,2.8835723400115967,56400,10.51,5.14,11.05,,,,,,
EMF,2003-08-14,2.8835723620006966,2.9201061505725456,2.8835723620006966,2.901839256286621,21300,10.55,5.4,11.12,,,,,,
EMF,2003-08-15,2.9279349755136157,2.935763608787408,2.8992295720634362,2.9122774600982666,8600,10.59,5.38,11.16,,,,,,
EMF,2003-08-18,2.9096673591944717,3.008830943706293,2.9096673591944717,3.001002311706543,69200,10.66,7.88,11.5,,,,,,
EMF,2003-08-19,3.0401462718164654,3.0531941600937254,3.0088314892717025,3.032317638397217,46200,10.68,8.8,11.62,,,,,,
EMF,2003-08-20,3.045364781751347,3.050583786464975,3.014050006866455,3.014050006866455,76400,10.68,8.15,11.55,,,,,,
EMF,2003-08-21,3.0401455281700107,3.0949464464354994,3.0062213753621587,3.014050006866455,46400,10.83,6.65,11.55,,,,,,
EMF,2003-08-22,3.0401458244892496,3.102775629231192,3.0140503006421953,3.0923373699188232,59100,10.88,8.92,11.85,,,,,,
EMF,2003-08-25,3.121042398817361,3.1262614038356813,3.0427553326007732,3.0479745864868164,44800,10.82,7.95,11.68,,,,,,
EMF,2003-08-26,3.050584278982831,3.050584278982831,2.987954719101483,2.9905643463134766,51900,10.74,6.7,11.46,,,,,,
EMF,2003-08-27,2.9905642347550843,3.0114407539367676,2.987954607640439,3.0114407539367676,49900,10.76,7.25,11.54,,,,,,
EMF,2003-08-28,3.037535720425704,3.076679121275972,3.0062209499719557,3.027097463607788,24300,10.76,7.81,11.6,,,,,,
EMF,2003-08-29,3.0505844531773003,3.0897281169891357,3.0349271867467764,3.0897281169891357,19100,10.82,9.43,11.84,,,,,,
EMF,2003-09-02,3.0897275630367984,3.157576369051932,3.0818989312251195,3.1053848266601562,76300,10.92,8.97,11.9,,,,,,
EMF,2003-09-03,3.131480597856044,3.1784528864615544,3.1053848266601562,3.1053848266601562,32800,11.02,7.99,11.9,,,,,,
EMF,2003-09-04,3.1706253373112974,3.2097690105438232,3.1184340218690854,3.2097690105438232,35800,11.05,11.31,12.3,,,,,,
EMF,2003-09-05,3.209768815419418,3.256740872028029,3.196720925135101,3.2228167057037354,25200,11.08,11.46,12.35,,,,,,
EMF,2003-09-08,3.170624989336999,3.2358641886967545,3.1053857899772437,3.123652935028076,88200,11.09,7.94,11.97,,,,,,
EMF,2003-09-09,3.1445286664806646,3.1497476717029826,3.053193710846643,3.0923373699188232,40000,11.05,7.24,11.85,,,,,,
EMF,2003-09-10,3.0871181568609813,3.0871181568609813,2.9357632703860523,2.951420783996582,60000,11.01,2.72,11.31,,,,,,
EMF,2003-09-11,2.9722975429639904,3.0010026965560472,2.9514210223756296,2.9749069213867188,42300,11.05,3.17,11.4,,,,,,
EMF,2003-09-12,2.9879544004311405,2.9983926592981076,2.9696875096308792,2.9827353954315186,19200,11.05,3.44,11.43,,,,,,
EMF,2003-09-15,2.922715383855234,2.9618590434476895,2.9018388649530187,2.951420783996582,35500,11.01,2.72,11.31,,,,,,
EMF,2003-09-16,2.935763155636685,3.045365000023206,2.935763155636685,3.0192692279815674,42500,11.09,4.33,11.57,,,,,,
EMF,2003-09-17,3.032317548551397,3.126261893402169,3.0244889153641066,3.1132142543792725,53800,11.13,7.19,11.93,,,,,,
EMF,2003-09-18,3.1132144820340657,3.131481377096103,3.0949473381042476,3.094947338104248,25500,11.16,6.27,11.86,,,,,,
EMF,2003-09-19,3.1053849466654233,3.1523572370861426,3.079289423328812,3.149747610092163,28500,11.17,8.06,12.07,,,,,,
EMF,2003-09-22,3.1314807321018163,3.1314807321018163,3.050584037020719,3.079289436340332,48300,11.1,6.31,11.8,,,,,,
EMF,2003-09-23,3.1053850074084846,3.1106042614985348,3.0401458244892496,3.0923373699188232,29700,11.17,6.09,11.85,,,,,,
EMF,2003-09-24,3.0531938014007833,3.0949468398886024,2.9566398376807665,2.987954616546631,31300,11.27,1.6,11.45,,,,,,
EMF,2003-09-25,3.19150052319178,3.19150052319178,3.0923371899299306,3.1053848266601562,58100,11.17,6.54,11.9,,,,,,
EMF,2003-09-26,3.0923370685125398,3.1053847047304637,2.9879542366951903,3.014050006866455,13000,11.11,3.96,11.55,,,,,,
EMF,2003-09-29,2.9879542709927445,2.9879542709927445,2.8626951700153755,2.9618587493896484,70600,11.13,1.98,11.35,,,,,,
EMF,2003-09-30,2.943591920172612,2.9879545853192164,2.899229255026008,2.9044485092163086,52700,11.14,-0.09,11.13,,,,,,
EMF,2003-10-01,2.9305440641920097,2.9931738707914786,2.9305440641920097,2.987954616546631,21200,11.23,1.96,11.45,,,,,,
EMF,2003-10-02,3.001002743729204,3.1053853483118115,3.001002743729204,3.053194046020508,34700,11.42,2.45,11.7,,,,,,
EMF,2003-10-03,3.0792903858331413,3.1236530631264747,3.029708452920448,3.0375373363494873,59800,11.53,0.95,11.64,,,,,,
EMF,2003-10-06,3.053193533136099,3.1053848266601562,3.053193533136099,3.1053848266601562,34400,11.65,2.15,11.9,,,,,,
EMF,2003-10-07,3.1053844126126973,3.259348894631045,3.100165408390011,3.2306437492370605,66000,11.68,5.99,12.38,,,,,,
EMF,2003-10-08,3.2515213620697625,3.2619596229083587,3.162796020507812,3.1627960205078125,40100,11.72,3.41,12.12,,,,,,
EMF,2003-10-09,3.1810627013383383,3.269788036947634,3.1784533229545815,3.2463018894195557,37000,11.82,5.25,12.44,,,,,,
EMF,2003-10-10,3.2202058647124603,3.3402459621429443,3.2202058647124603,3.3402459621429443,35100,11.92,7.38,12.8,,,,,,
EMF,2003-10-13,3.3637324573141285,3.4394099017146793,3.355903575954674,3.4315810203552246,38800,11.96,9.95,13.15,,,,,,
EMF,2003-10-14,3.444629430770874,3.4681155806843393,3.400266758460501,3.444629430770874,77300,11.89,11.02,13.2,,,,,,
EMF,2003-10-15,3.4576769161991083,3.4576769161991083,3.3532943163892535,3.3637325763702393,43900,11.92,8.14,12.89,,,,,,
EMF,2003-10-16,3.3898277580035576,3.3898277580035576,3.321978950576284,3.3611226081848145,34400,12.0,7.33,12.88,,,,,,
EMF,2003-10-17,3.3663420111025686,3.3793898985142965,3.3245889704792426,3.3532943725585938,22100,11.95,7.53,12.85,,,,,,
EMF,2003-10-20,3.376780555019042,3.4315814876591766,3.3428563933126587,3.3898284435272217,77500,11.99,8.34,12.99,,,,,,
EMF,2003-10-21,3.397656941279638,3.4054855739511,3.201939382418859,3.2619593143463135,133900,11.96,4.52,12.5,,,,,,
EMF,2003-10-22,3.2593496632995618,3.2593496632995618,3.2019393589722376,3.243692398071289,40000,11.88,4.63,12.43,,,,,,
EMF,2003-10-23,3.220965634807848,3.2235779943997307,3.1478213101333914,3.2131288051605225,36100,11.67,5.4,12.3,,,,,,
EMF,2003-10-24,3.2000673296797815,3.210516519158501,3.160882931416667,3.1713321208953857,19300,11.69,3.85,12.14,,,,,,
EMF,2003-10-27,3.1556581149422906,3.2444763473406257,3.1478212853566494,3.2261903285980225,37700,11.67,5.83,12.35,,,,,,
EMF,2003-10-28,3.2157413100635495,3.2653748989105225,3.2157413100635495,3.2653748989105225,29300,11.83,5.66,12.5,,,,,,
EMF,2003-10-29,3.249700989779285,3.2653748989105225,3.2261904997749298,3.2653748989105225,51100,11.87,5.31,12.5,,,,,,
EMF,2003-10-30,3.2679871274597008,3.354193001400797,3.252313218957536,3.335906982421875,32700,11.98,6.59,12.77,,,,,,
EMF,2003-10-31,3.3515805169487463,3.359417346343743,3.241863908905528,3.270599365234375,36500,12.01,4.25,12.52,,,,,,
EMF,2003-11-03,3.2758236756091756,3.390764747942698,3.2758236756091756,3.369866371154785,63400,12.17,6.0,12.9,,,,,,
EMF,2003-11-04,3.3943015553544833,3.505851394321663,3.386333782082812,3.4899158477783203,46300,12.02,9.32,13.14,,,,,,
EMF,2003-11-05,3.4739798362178216,3.5005394165592785,3.45538828195336,3.48725962638855,54100,12.07,8.78,13.13,,,,,,
EMF,2003-11-06,3.492570982219808,3.492570982219808,3.373053391236066,3.420860528945923,28800,11.91,8.14,12.88,,,,,,
EMF,2003-11-07,3.439452523634154,3.47132386844504,3.4155489517032565,3.4261727333068848,21900,11.98,7.68,12.9,,,,,,
EMF,2003-11-10,3.4792923595335625,3.487260133478238,3.444765001385346,3.4553887844085693,40000,11.95,8.87,13.01,,,,,,
EMF,2003-11-11,3.455389050489334,3.48460439273017,3.396958112716675,3.396958112716675,45800,11.83,8.11,12.79,,,,,,
EMF,2003-11-12,3.4235165373277816,3.476635438510456,3.3969569600909946,3.420860528945923,46200,11.95,7.78,12.88,,,,,,
EMF,2003-11-13,3.4474199041873708,3.473979481819349,3.3996130190570764,3.41554856300354,34300,12.09,6.37,12.86,,,,,,
EMF,2003-11-14,3.505851472503766,3.519131263779994,3.4394527694135775,3.481947898864746,45100,12.13,8.08,13.11,,,,,,
EMF,2003-11-17,3.4580435834360044,3.4580435834360044,3.2402557277325976,3.2827508449554443,51800,11.93,3.6,12.36,,,,,,
EMF,2003-11-18,3.293374771511324,3.359773458463495,3.290719016534313,3.3518056869506836,34500,11.95,5.61,12.62,,,,,,
EMF,2003-11-19,3.367741873013946,3.38367741788378,3.293375152651658,3.333214521408081,33100,11.82,6.18,12.55,,,,,,
EMF,2003-11-20,3.3597733761107342,3.3597733761107342,3.256191589110452,3.3039984703063965,24900,11.67,6.6,12.44,,,,,,
EMF,2003-11-21,3.3013425811538446,3.3013425811538446,3.200416553169375,3.261503219604492,46600,11.72,4.78,12.28,,,,,,
EMF,2003-11-24,3.319934593321726,3.3624297155896987,3.2827512346917955,3.293375015258789,42300,11.69,6.07,12.4,,,,,,
EMF,2003-11-25,3.293375378650746,3.293375378650746,3.2561922692089293,3.277439832687378,25100,11.78,4.75,12.34,,,,,,
EMF,2003-11-26,3.3039991946690876,3.3677421390567046,3.2800958754760376,3.359774112701416,51900,11.88,6.48,12.65,,,,,,
EMF,2003-11-28,3.38633364154874,3.4102372136626924,3.3464945235527757,3.394301414489746,13700,12.02,6.32,12.78,,,,,,
EMF,2003-12-01,3.394301214937212,3.45007612882709,3.3916454596403,3.447420120239258,45800,12.29,5.61,12.98,,,,,,
EMF,2003-12-02,3.4474206106111547,3.532411124474664,3.43414107236491,3.529755115509033,48000,12.31,7.96,13.29,,,,,,
EMF,2003-12-03,3.540378107866527,3.612088814186972,3.540378107866527,3.5669376850128174,52300,12.32,9.01,13.43,,,,,,
EMF,2003-12-04,3.651927827403903,3.65723984400521,3.5722493514205484,3.580217123031616,59100,12.27,9.86,13.48,,,,,,
EMF,2003-12-05,3.585530281066895,3.5988100735068187,3.556314940331841,3.5855302810668945,23400,12.28,9.93,13.5,,,,,,
EMF,2003-12-08,3.5669381876258486,3.593497515223683,3.535066842533886,3.564282178878784,33200,12.3,9.11,13.42,,,,,,
EMF,2003-12-09,3.5589704542581093,3.5881860462981416,3.5297551155090328,3.529755115509033,29200,12.42,7.0,13.29,,,,,,
EMF,2003-12-10,3.545690319786828,3.545690319786828,3.428828477859497,3.428828477859497,36000,12.37,4.37,12.91,,,,,,
EMF,2003-12-11,3.426172014947306,3.4925706993710204,3.412892480695267,3.484602928161621,30700,12.44,5.47,13.12,,,,,,
EMF,2003-12-12,3.460700629555589,3.503195762634278,3.4580448737064007,3.5031957626342773,32800,12.52,5.35,13.19,,,,,,
EMF,2003-12-15,3.505851093273462,3.585529579021003,3.505851093273462,3.5270986557006836,41700,12.59,5.48,13.28,,,,,,
EMF,2003-12-16,3.532411055056222,3.54569084633245,3.4660123519660333,3.481947898864746,26700,12.51,4.8,13.11,,,,,,
EMF,2003-12-17,3.4819482913548163,3.5669388131283544,3.4819482913548163,3.519131660461426,35600,12.43,6.6,13.25,,,,,,
